bench,alloc_type,total,bit_pos,p_one,entropy
blender,64bits,3357625,3,0.09043713934700867,0.4379272506045565
blender,64bits,3357625,4,0.635285953613045,0.9465267582259598
blender,64bits,3357625,5,0.6130339153419456,0.9628137202500433
blender,64bits,3357625,6,0.6128066713823015,0.9629643986321661
blender,64bits,3357625,7,0.08238710397974759,0.41053495042488297
blender,64bits,3357625,8,0.6198625516548155,0.9581390398637293
blender,64bits,3357625,9,0.6327818026134544,0.9485121786139288
blender,64bits,3357625,10,0.06173411265403373,0.33429057941871904
blender,64bits,3357625,11,0.09443758609135922,0.4511109654632427
blender,64bits,3357625,12,0.0647469565541119,0.3460072070255608
blender,64bits,3357625,13,0.624452105282752,0.9548368587551808
blender,64bits,3357625,14,0.6480515245150963,0.9357961815063469
blender,64bits,3357625,15,0.05682826402591117,0.31472346707691223
blender,64bits,3357625,16,0.0729947507538811,0.3770013796433407
blender,64bits,3357625,17,0.06235270466475559,0.33671433256253197
blender,64bits,3357625,18,0.10113845351997319,0.47259405268839816
blender,64bits,3357625,19,0.09824920889021257,0.46342102043673933
blender,64bits,3357625,20,0.6457624064629016,0.9377957528148224
blender,64bits,3357625,21,0.08647362346896988,0.4245883905598271
blender,64bits,3357625,22,0.6233057592792525,0.9556737708126759
blender,64bits,3357625,23,0.32790618368638547,0.91277281235728
blender,64bits,3357625,24,0.6243999851085217,0.9548750854472108
blender,64bits,3357625,25,0.3696493801422136,0.950402496968439
blender,64bits,3357625,26,0.9394423141357359,0.32965475732468996
blender,64bits,3357625,27,0.8969756896615911,0.47850976899370035
blender,64bits,3357625,28,0.9311766501619448,0.361517201920178
blender,64bits,3357625,29,0.9375913033766428,0.33693325163853244
blender,64bits,3357625,30,0.014464390752391944,0.10911301609938297
blender,64bits,3357625,31,0.0008973604854621942,0.010377141497561736
blender,64bits,3357625,32,0.03647280443766055,0.22587953200079428
blender,64bits,3357625,33,0.31232016678455754,0.8958335630239883
blender,64bits,3357625,34,0.0371286251442612,0.22896847880574184
blender,64bits,3357625,35,0.03081791444845687,0.1984772190981395
blender,64bits,3357625,36,0.3155212389709988,0.8994443087423112
blender,64bits,3357625,37,0.30073251182011096,0.8821844738601015
blender,64bits,3357625,38,0.30234555675514685,0.8841392199746188
blender,64bits,3357625,39,0.03255455865381036,0.2070453471468687
blender,64bits,3357625,40,0.30155779755035184,0.8831868115668503
blender,64bits,3357625,41,0.30613960760954545,0.8886669259005433
blender,64bits,3357625,42,0.02322743010312349,0.15919698236024604
blender,64bits,3357625,43,0.038878969509698075,0.23712848455449176
blender,64bits,3357625,44,0.02175823684896318,0.15120188775810114
blender,64bits,3357625,45,0.30571252001042404,0.8881621483236195
blender,64bits,3357625,46,0.3174618964297681,0.9015999791112201
blender,64bits,3357625,47,0.018676594318901008,0.13394410526266495
blender,64bits,3357625,48,0.02512788057034362,0.16933634858935873
blender,64bits,3357625,49,0.02412419492945162,0.16400898711187478
blender,64bits,3357625,50,0.041957335914522914,0.2511956302765499
blender,64bits,3357625,51,0.04036007594653959,0.24394069519186823
blender,64bits,3357625,52,0.31274457391757565,0.8963162354199321
blender,64bits,3357625,53,0.032250176836305426,0.2055538027653984
blender,64bits,3357625,54,0.30812523733293623,0.8909975009026128
blender,64bits,3357625,55,0.6271066602136928,0.9528677974379578
blender,64bits,3357625,56,0.7601355124529988,0.7948148542833833
