bench,addr,generation,alloc_type,alloc_size,offset,writes,pct_of_buffer,pct_of_bench
omnetpp,0x4eabb40,2,64bits,5024,5016,29062,24.882701462378847,0.031810967675582155
omnetpp,0x4eabb40,2,64bits,5024,8,26219,22.44854275831364,0.028699048981009175
omnetpp,0x4eabb40,2,64bits,5024,16,53,0.04537826637898558,5.801325740850094e-05
omnetpp,0x4eabb40,2,64bits,5024,24,53,0.04537826637898558,5.801325740850094e-05
omnetpp,0xd998060,1,64bits,1048576,64,1,0.0008873586881289155,1.094589762424546e-06
omnetpp,0xd998060,1,64bits,1048576,16,1,0.0008873586881289155,1.094589762424546e-06
omnetpp,0xd998060,1,64bits,1048576,88,1,0.0008873586881289155,1.094589762424546e-06
omnetpp,0xd998060,1,64bits,1048576,32,1,0.0008873586881289155,1.094589762424546e-06
omnetpp,0xd998060,1,64bits,1048576,0,1,0.0008873586881289155,1.094589762424546e-06
omnetpp,0xb3d0340,1,64bits,524288,40,1,0.00152587890625,1.094589762424546e-06
omnetpp,0xb3d0340,1,64bits,524288,8,1,0.00152587890625,1.094589762424546e-06
omnetpp,0xb3d0340,1,64bits,524288,48,1,0.00152587890625,1.094589762424546e-06
omnetpp,0xb3d0340,1,64bits,524288,24,1,0.00152587890625,1.094589762424546e-06
omnetpp,0xb3d0340,1,64bits,524288,262144,1,0.00152587890625,1.094589762424546e-06
omnetpp,0x8f00a80,1,64bits,235520,235312,3,0.005095195230897264,3.283769287273638e-06
omnetpp,0x8f00a80,1,64bits,235520,235288,3,0.005095195230897264,3.283769287273638e-06
omnetpp,0x8f00a80,1,64bits,235520,235320,3,0.005095195230897264,3.283769287273638e-06
omnetpp,0x8f00a80,1,64bits,235520,235304,3,0.005095195230897264,3.283769287273638e-06
omnetpp,0x8f00a80,1,64bits,235520,235272,3,0.005095195230897264,3.283769287273638e-06
omnetpp,0x4eabb40,1,64bits,5024,5008,10019,22.88853859685194,0.010966694829731527
omnetpp,0x4eabb40,1,64bits,5024,5016,10019,22.88853859685194,0.010966694829731527
omnetpp,0x4eabb40,1,64bits,5024,8,10002,22.84970187101638,0.01094808680377031
omnetpp,0x4eabb40,1,64bits,5024,24,23,0.052543805542229226,2.517556453576456e-05
omnetpp,0x4eabb40,1,64bits,5024,16,23,0.052543805542229226,2.517556453576456e-05
omnetpp,0x4e42a80,1,object,14400,1160,417,0.9886670776234056,0.0004564439309310357
omnetpp,0x4e42a80,1,object,14400,1304,390,0.9246526625254872,0.00042689000734557296
omnetpp,0x4e42a80,1,object,14400,1176,368,0.8724927687419982,0.00040280903257223295
omnetpp,0x4e42a80,1,object,14400,1168,365,0.8653800559533406,0.00039952526328495934
omnetpp,0x4e42a80,1,object,14400,1152,365,0.8653800559533406,0.00039952526328495934
omnetpp,0xa1156e0,1,64bits,262144,40,1,0.0030517578125,1.094589762424546e-06
omnetpp,0xa1156e0,1,64bits,262144,8,1,0.0030517578125,1.094589762424546e-06
omnetpp,0xa1156e0,1,64bits,262144,48,1,0.0030517578125,1.094589762424546e-06
omnetpp,0xa1156e0,1,64bits,262144,24,1,0.0030517578125,1.094589762424546e-06
omnetpp,0xa1156e0,1,64bits,262144,131072,1,0.0030517578125,1.094589762424546e-06
omnetpp,0x8ec7320,1,64bits,235264,235040,2,0.006793478260869565,2.189179524849092e-06
omnetpp,0x8ec7320,1,64bits,235264,235024,2,0.006793478260869565,2.189179524849092e-06
omnetpp,0x8ec7320,1,64bits,235264,235064,2,0.006793478260869565,2.189179524849092e-06
omnetpp,0x8ec7320,1,64bits,235264,235056,2,0.006793478260869565,2.189179524849092e-06
omnetpp,0x8ec7320,1,64bits,235264,235008,2,0.006793478260869565,2.189179524849092e-06
parest,0x8d17440,1,64bits,8192,6104,12929,0.11468776966572804,0.06162491394842678
parest,0x8d17440,1,64bits,8192,6040,12929,0.11468776966572804,0.06162491394842678
parest,0x8d17440,1,64bits,8192,6144,12929,0.11468776966572804,0.06162491394842678
parest,0x8d17440,1,64bits,8192,6136,12929,0.11468776966572804,0.06162491394842678
parest,0x8d17440,1,64bits,8192,5976,12929,0.11468776966572804,0.06162491394842678
parest,0x79b1340,10,64bits,51424,48,300,0.015556938394523958,0.0014299229781520638
parest,0x79b1340,10,64bits,51424,24,300,0.015556938394523958,0.0014299229781520638
parest,0x79b1340,10,64bits,51424,56,300,0.015556938394523958,0.0014299229781520638
parest,0x79b1340,10,64bits,51424,40,300,0.015556938394523958,0.0014299229781520638
parest,0x79b1340,10,64bits,51424,8,300,0.015556938394523958,0.0014299229781520638
parest,0xad98060,1,64bits,3611424,64336,57,0.004469312290451981,0.0002716853658488921
parest,0xad98060,1,64bits,3611424,2460000,57,0.004469312290451981,0.0002716853658488921
parest,0xad98060,1,64bits,3611424,1332480,57,0.004469312290451981,0.0002716853658488921
parest,0xad98060,1,64bits,3611424,64832,57,0.004469312290451981,0.0002716853658488921
parest,0xad98060,1,64bits,3611424,628160,57,0.004469312290451981,0.0002716853658488921
parest,0x13d98060,1,32bits,1805712,1784976,2,0.00022151926774590855,9.532819854347092e-06
