bench,alloc_type,site,total,pct_fp8_e4m3,pct_fp8_e5m2,pct_bf16,pct_fp16,pct_fp32
blender,32bits,zbuffer_solid,12165315,0.6230348330478906,0.6230348330478906,0.6230354906551947,0.6230388608926279,
blender,32bits,render_result_new,6550513,0.1795595245746402,0.1795595245746402,0.17956181447162994,0.179588377276711,
blender,32bits,zbufshadeDA_tile,4054671,0.6230991367733658,0.6230991367733658,0.6230998766607697,0.623104562614328,
blender,32bits,do_display_buffer_apply_thread,2592009,0.5298260924248334,0.5298260924248334,0.5298303362372584,0.5298365090553312,
blender,64bits,IMB_colormanagement_imbuf_for_write,2073601,0.0010223760501658708,0.0010223760501658708,0.0010223760501658708,0.0010223760501658708,0.0010223760501658708
blender,32bits,render_layer_add_pass,1431139,0.0,0.0,1.397488294288675e-06,4.192464882866025e-06,
blender,64bits,render_result_new,1036801,0.0010223755571223407,0.0010223755571223407,0.0010223755571223407,0.0010223755571223407,0.0010223755571223407
blender,64bits,zbufshadeDA_tile,68861,0.0,0.0,0.0,0.0,0.0
blender,64bits,DNA_sdna_from_data,56221,0.00010672168762562031,0.00010672168762562031,0.00010672168762562031,0.00010672168762562031,0.00042688675050248125
blender,64bits,BLI_mempool_create,41670,0.0008639308855291577,0.0008639308855291577,0.001007919366450684,0.001007919366450684,0.002783777297816175
blender,64bits,add_memfilechunk,29214,0.3111864174710755,0.31050181419867184,0.3112548777983159,0.3112548777983159,0.3155336482508386
blender,64bits,read_struct,13486,0.08972267536704731,0.08972267536704731,0.08972267536704731,0.08972267536704731,0.09313362005042267
blender,64bits,oldnewmap_new,9079,0.17700187245291332,0.17700187245291332,0.17700187245291332,0.17700187245291332,0.17700187245291332
blender,64bits,RE_findOrAddVlak,8194,0.9997559189650964,0.9997559189650964,0.9997559189650964,0.9997559189650964,0.9997559189650964
blender,64bits,RE_findOrAddVert,7170,0.999721059972106,0.999721059972106,0.999721059972106,0.999721059972106,0.999721059972106
blender,64bits,BLI_mempool_as_arrayN,5717,0.0,0.0,0.0,0.0,0.0017491691446562883
blender,64bits,get_bhead,4781,0.6793557833089312,0.6793557833089312,0.6793557833089312,0.6793557833089312,0.6864672662622883
blender,64bits,ghash_new,1397,0.0,0.0,0.0,0.0,0.0
blender,64bits,gz_look,1024,0.005859375,0.005859375,0.005859375,0.005859375,0.0068359375
bwaves,64bits,shell_,1006567570,0.5854561060416441,0.5854561060416441,0.5854561060416441,0.5854561060416441,0.600470224765934
bwaves,64bits,bi_cgstab_block_,284917280,0.4272958453063991,0.4272944238411935,0.42730030976008193,0.42730350366955633,0.4274764064854192
bwaves,64bits,flux_,14991600,0.23275127404679954,0.23275127404679954,0.23275127404679954,0.23275127404679954,0.4860367138931135
bwaves,32bits,MAIN__,7608,0.7883806519453207,0.7883806519453207,0.7883806519453207,0.7883806519453207,
bwaves,32bits,shell_,2422,0.6928158546655656,0.6928158546655656,0.6928158546655656,0.6928158546655656,
bwaves,32bits,bi_cgstab_block_,2196,0.7040072859744991,0.7040072859744991,0.7040072859744991,0.7040072859744991,
cactus,64bits,PUGH_EnableGArrayDataStorage,312498000,0.33167969395004127,0.33151881932044364,0.3330260385666468,0.3331793227476656,0.33357869810366786
cam4,64bits,cd_core_,228955584,0.045330250604414174,0.045328018730480056,0.045339348438865765,0.045342763948487054,0.04534489536625584
cam4,64bits,__dyn_comp_MOD_dyn_run,214113888,0.05709138306806142,0.05709138306806142,0.05709138306806142,0.05709138306806142,0.05709140642011974
cam4,64bits,__sw_core_MOD_c_sw,171904702,0.002316178646468902,0.0023160739372911393,0.0023165160427083605,0.002316597483179954,0.002316644020592293
cam4,64bits,__phys_buffer_MOD_pbuf_allocate,163698875,0.40793039658946956,0.40740946448165877,0.4149024481689321,0.4149820455394089,0.4156233022371107
cam4,64bits,__tp_core_MOD_tp2d,122973123,0.006177569386442271,0.006177569386442271,0.006177569386442271,0.006177569386442271,0.006177569386442271
cam4,64bits,__sw_core_MOD_d_sw,115503078,0.07856060770951923,0.07856060770951923,0.07856060770951923,0.07856060770951923,0.07856062502507509
cam4,64bits,__dyn_comp_MOD_dyn_init,98796960,0.019547291738531227,0.019547291738531227,0.019547291738531227,0.019547291738531227,0.01954763587867481
cam4,32bits,__physics_types_MOD_physics_type_alloc,94479147,0.06748819398210697,0.06721398532524854,0.07152109449082981,0.07189809831792829,
cam4,64bits,__tp_core_MOD_fyppm,92482560,0.06137580966616841,0.06128541424458839,0.06172052330731329,0.061959054766650055,0.06201089156701545
cam4,64bits,__mapz_module_MOD_ppm2m,66368160,0.13887587059819045,0.13887587059819045,0.13887587059819045,0.13887587059819045,0.13887591580058872
cam4,64bits,__mapz_module_MOD_map1_ppm,56445661,0.13851493385824643,0.13851493385824643,0.13851493385824643,0.13851493385824643,0.13851546534285425
cam4,64bits,__tp_core_MOD_ytp,46865088,0.1228139377440196,0.12226235444175416,0.12599564520181847,0.12843441156026422,0.12949829519150802
cam4,64bits,__m_attrvect_MOD_init_,27993600,0.7847883802011888,0.7846339877686328,0.7874397005029721,0.7956786551211705,0.801229138088706
cam4,64bits,__mapz_module_MOD_mapn_ppm_tracer,27489130,0.15825848253473282,0.15824153037946273,0.1582983528398316,0.15832847383674928,0.15959482893783833
cam4,64bits,trac2d_,23821626,0.03679677449389895,0.03679677449389895,0.03679677449389895,0.03679677449389895,0.03679677449389895
cam4,64bits,__radae_MOD_initialize_radbuffer,23777280,0.0,0.0,0.0,0.0,0.0
cam4,64bits,te_map_,21768744,0.008136436351128021,0.008136436351128021,0.008136436351128021,0.008136436351128021,0.00813758478670152
cam4,64bits,__tp_core_MOD_tpcc,21510166,0.0,0.0,0.0,0.0,0.0
cam4,64bits,__tracer_data_MOD_trcdata_init,20393856,0.49347592725966094,0.49347582919090927,0.4934798009753526,0.4935111339415165,0.8008343297118504
cam4,64bits,__alloc_mod_MOD_alloc_check_1d_double,17995104,0.6937080219152943,0.6937080219152943,0.6944762308681295,0.6944762308681295,0.6945347467844587
exchange2,32bits,MAIN__,11178,0.6407228484523171,0.6407228484523171,0.6407228484523171,0.6407228484523171,
fotonik,64bits,MAIN__,234812014,0.9980304755616124,0.9980144542348672,0.9980458069747657,0.9980472123543048,0.9980472719764671
fotonik,64bits,__upml_mod_MOD_upml_init,35099308,0.9551907974937853,0.9551907974937853,0.9551907974937853,0.9551907974937853,0.9551907974937853
fotonik,64bits,__power_mod_MOD_power_init,25901652,0.9997210988704505,0.9997210988704505,0.9997210988704505,0.9997210988704505,0.9997210988704505
fotonik,32bits,__material_mod_MOD_mat_init,20304000,0.41991686367218284,0.41991686367218284,0.41991686367218284,0.41991686367218284,
fotonik,32bits,__readline_mod_MOD_readline,1643394,0.9207992727246175,0.9207992727246175,0.9207992727246175,0.9207992727246175,
fotonik,32bits,__power_mod_MOD_power_init,38276,0.014787334099696937,0.014787334099696937,0.014787334099696937,0.014787334099696937,
fotonik,64bits,__plane_source_mod_MOD_plane_source_init,29282,6.830134553650706e-05,6.830134553650706e-05,6.830134553650706e-05,6.830134553650706e-05,1.0
fotonik,32bits,__power_mod_MOD_power_print,15891,0.4071487005223082,0.4071487005223082,0.4071487005223082,0.4071487005223082,
gcc,64bits,ggc_alloc_stat,7594,0.946141690808533,0.946141690808533,0.946141690808533,0.946141690808533,0.946141690808533
gcc,32bits,pool_alloc,2157,0.5350023180343069,0.5350023180343069,0.5350023180343069,0.5350023180343069,
gcc,64bits,pool_alloc,1836,0.7271241830065359,0.7271241830065359,0.7271241830065359,0.7271241830065359,0.7271241830065359
gcc,64bits,ht_create,1617,0.0,0.0,0.0,0.0,0.0
gcc,64bits,dump_register,1043,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857
imagick,64bits,AcquireAlignedMemory,1075203,0.0,0.0,0.0,0.0,0.0
imagick,32bits,AcquireMagickMemory,1087,0.9889604415823368,0.9889604415823368,0.9889604415823368,0.9889604415823368,
lbm,64bits,LBM_allocateGrid,556200048,0.0048184102278250795,0.0048184102278250795,0.0048184102278250795,0.0048184102278250795,0.0048184102278250795
leela,64bits,UCTNode::sort_children(int),937140,0.4052073329491858,0.4052073329491858,0.4052073329491858,0.4052073329491858,0.4073500224086049
leela,32bits,"std::vector<TTEntry, std::allocator<TTEntry> >::_M_fill_insert(__gnu_cxx::__normal_iterator<TTEntry*, std::vector<TTEntry, std::allocator<TTEntry> > >, unsigned long, TTEntry const&)",874297,0.5526337160026856,0.5415688261540414,0.6031039795401334,0.6385187184675231,
leela,32bits,"SGFParser::parse(std::__cxx11::basic_istringstream<char, std::char_traits<char>, std::allocator<char> >&, SGFTree*)",15210,0.9692307692307692,0.9692307692307692,0.9692307692307692,0.9692307692307692,
mcf,64bits,primal_net_simplex,306998904,0.20094775647798405,0.20094775647798405,0.20094775647798405,0.20094775647798405,0.20094775647798405
mcf,64bits,resize_prob,178745945,0.0756890904574087,0.0756890904574087,0.0756890904574087,0.0756890904574087,0.0756890904574087
mcf,64bits,price_out_impl,69117977,0.0,0.0,0.0,0.0,0.0
mcf,32bits,read_min,10973422,0.09322461124706587,0.09322406447141102,0.09326069844028599,0.09355595729390521,
mcf,64bits,read_min,2019135,0.1537133475473408,0.1537133475473408,0.1537133475473408,0.1537133475473408,0.1537133475473408
nab,32bits,get,1252,0.0,0.0,0.0,0.0,
nab,32bits,copyresidue,1080,0.65,0.65,0.65,0.6509259259259259,
namd,64bits,"Patch::readfile(_IO_FILE*, Molecule*)",484206408,0.0069516221685360265,0.006951374340341238,0.006954951327286028,0.006955709268515091,0.00866988732623299
namd,64bits,ComputeNonbondedUtil::calc_self_energy(nonbonded*),441889353,0.0025049189180170175,0.0025049189180170175,0.0025049868083153386,0.002506819846370003,0.002574474791656725
namd,64bits,ComputeNonbondedUtil::calc_self_energy_fullelect(nonbonded*),169815360,0.006610144100039007,0.006610144100039007,0.006610144100039007,0.006610144100039007,0.006763180904248002
namd,32bits,"ComputeList::readfile(_IO_FILE*, PatchList*)",12368608,0.0011431359131116453,0.0011431359131116453,0.0011463699067833664,0.0012276239977853612,
namd,64bits,ResultSet::ResultSet(int),7193472,0.15387451289168846,0.15387451289168846,0.15387451289168846,0.15387451289168846,0.692336051353227
namd,32bits,Molecule::readfile(_IO_FILE*),461120,0.0009325121443442055,0.0009325121443442055,0.0009368494101318529,0.0009910652324774463,
namd,64bits,"ComputeNonbondedUtil::select(SimParameters*, Molecule*, LJTable*)",54973,0.1697560620668328,0.1676823167736889,0.19904316664544414,0.20922998562930895,0.23335091772324595
namd,64bits,LJTable::readfile(_IO_FILE*),27888,0.0,0.0,0.0,0.002438324727481354,0.3192053930005737
namd,64bits,ComputeNonbondedUtil::calc_pair_energy(nonbonded*),2188,0.0,0.0,0.0,0.0,0.0
namd,64bits,"PatchList::readfile(_IO_FILE*, Molecule*)",1873,0.38441003737319807,0.38441003737319807,0.38441003737319807,0.38441003737319807,0.38441003737319807
namd,64bits,Molecule::readfile(_IO_FILE*),1307,0.0,0.0,0.0,0.0,0.0
omnetpp,64bits,cMessageHeap::insert(cMessage*),58946026,0.0,0.0,0.0,0.0,0.0
omnetpp,64bits,cSimulation::registerModule(cModule*),13611647,0.004355681571818605,0.004355681571818605,0.004355681571818605,0.004355681571818605,0.004355681571818605
omnetpp,64bits,"cIndexedFileOutputVectorManager::registerVector(char const*, char const*)",243254,0.0,0.0,0.0,0.0,0.0
