bench,alloc_type,site,total,pct_fp8_e4m3,pct_fp8_e5m2,pct_bf16,pct_fp16,pct_fp32
omnetpp,64bits,__uniquename_29(),160569,0.0003985825408391408,0.0003985825408391408,0.0003985825408391408,0.0003985825408391408,0.00041103824524036395
omnetpp,64bits,"cExpressionBuilder::process(ExpressionElement*, bool)",144665,0.9964746137628314,0.9964677012407978,0.9964953513289324,0.9965022638509661,0.9965022638509661
omnetpp,64bits,cModule::ChannelIterator::init(cModule const*),2276,0.0,0.0,0.0,0.0,0.0
parest,64bits,"dealii::TableBase<2, double>::TableBase(dealii::TableIndices<2> const&)",11277696,0.3142883085339417,0.3142883085339417,0.3142883085339417,0.3142883085339417,0.3142883085339417
parest,64bits,"dealii::Vector<double>::reinit(unsigned int, bool)",5518114,0.11446718933316709,0.11439923133157452,0.11472923538730806,0.1148660574971811,0.1210616525863728
parest,32bits,"dealii::SparsityPattern::reinit(unsigned int, unsigned int, dealii::VectorSlice<std::vector<unsigned int, std::allocator<unsigned int> > const> const&, bool)",1708988,1.8724531711164737e-05,1.8724531711164737e-05,1.8724531711164737e-05,1.8724531711164737e-05,
parest,64bits,dealii::SparseMatrix<double>::reinit(dealii::SparsityPattern const&),1318372,0.4284830078308702,0.4284830078308702,0.4284830078308702,0.4284830078308702,0.8711259037661601
parest,64bits,void METomography::Slave::internal::SparseDirectSPEC::solve<double>(dealii::Vector<double>&) const,671726,0.1669222272176453,0.1669222272176453,0.1669222272176453,0.1669222272176453,0.1669222272176453
parest,64bits,"dealii::CompressedSetSparsityPattern::reinit(unsigned int, unsigned int)",265528,0.04932813111988189,0.04932813111988189,0.04932813111988189,0.04932813111988189,0.04932813111988189
parest,64bits,"dealii::FESystem<3, 3>::initialize()",48660,0.9997944923962186,0.9997944923962186,0.9997944923962186,0.9997944923962186,0.9997944923962186
parest,32bits,"std::vector<unsigned int, std::allocator<unsigned int> >::_M_fill_insert(__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >, unsigned long, unsigned int const&)",40616,0.4747882607839275,0.4747882607839275,0.4747882607839275,0.4747882607839275,
parest,64bits,"void dealii::SolverGMRES<dealii::Vector<double> >::solve<dealii::SparseMatrix<double>, dealii::SparseILU<double> >(dealii::SparseMatrix<double> const&, dealii::Vector<double>&, dealii::Vector<double> const&, dealii::SparseILU<double> const&)",29366,0.7082680651093101,0.7082680651093101,0.7082680651093101,0.7082680651093101,0.7082680651093101
parest,32bits,"dealii::SparsityTools::reorder_Cuthill_McKee(dealii::SparsityPattern const&, std::vector<unsigned int, std::allocator<unsigned int> >&, std::vector<unsigned int, std::allocator<unsigned int> > const&)",15360,0.0,0.0,0.0,0.0,
parest,64bits,"dealii::Vector<double>::Vector<dealii::internal::BlockVectorIterators::Iterator<dealii::BlockVectorBase<dealii::Vector<double> >, true> >(dealii::internal::BlockVectorIterators::Iterator<dealii::BlockVectorBase<dealii::Vector<double> >, true>, dealii::internal::BlockVectorIterators::Iterator<dealii::BlockVectorBase<dealii::Vector<double> >, true>)",14008,0.2934037692747002,0.2934037692747002,0.2934037692747002,0.2934037692747002,0.2934037692747002
parest,32bits,"dealii::SparsityPattern::copy_from(dealii::CompressedSetSparsityPattern const&, bool)",12856,0.5,0.5,0.5,0.5,
parest,64bits,"dealii::SparsityPattern::reinit(unsigned int, unsigned int, dealii::VectorSlice<std::vector<unsigned int, std::allocator<unsigned int> > const> const&, bool)",9645,0.00031104199066874026,0.00031104199066874026,0.00031104199066874026,0.00031104199066874026,0.00031104199066874026
parest,64bits,"dealii::internal::Triangulation::TriaObjects<dealii::internal::Triangulation::TriaObject<1> >::reserve_space(unsigned int, unsigned int)",9449,1.0,1.0,1.0,1.0,1.0
parest,64bits,"std::vector<dealii::Tensor<1, 3>, std::allocator<dealii::Tensor<1, 3> > >::_M_fill_insert(__gnu_cxx::__normal_iterator<dealii::Tensor<1, 3>*, std::vector<dealii::Tensor<1, 3>, std::allocator<dealii::Tensor<1, 3> > > >, unsigned long, dealii::Tensor<1, 3> const&)",9216,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
parest,64bits,"dealii::Quadrature<3>::Quadrature(std::vector<dealii::Point<3>, std::allocator<dealii::Point<3> > > const&, std::vector<double, std::allocator<double> > const&)",5904,0.7398373983739838,0.7398373983739838,0.7398373983739838,0.7398373983739838,0.7398373983739838
parest,64bits,"std::vector<dealii::Point<3>, std::allocator<dealii::Point<3> > >::reserve(unsigned long)",5904,0.7398373983739838,0.7398373983739838,0.7398373983739838,0.7398373983739838,0.7398373983739838
parest,32bits,"void dealii::DoFRenumbering::component_wise<3>(dealii::DoFHandler<3, 3>&, std::vector<unsigned int, std::allocator<unsigned int> > const&)",3072,0.0,0.0,0.0,0.0,
parest,64bits,"std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::_M_fill_insert(__gnu_cxx::__normal_iterator<std::vector<double, std::allocator<double> >*, std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > > >, unsigned long, std::vector<double, std::allocator<double> > const&)",2400,1.0,0.99,1.0,1.0,1.0
parest,32bits,"void dealii::DoFTools::compute_intergrid_transfer_representation<3, 3>(dealii::DoFHandler<3, 3> const&, unsigned int, dealii::DoFHandler<3, 3> const&, unsigned int, dealii::InterGridMap<dealii::DoFHandler<3, 3> > const&, std::vector<std::map<unsigned int, float, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, float> > >, std::allocator<std::map<unsigned int, float, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, float> > > > >&)",2304,0.0,0.0,0.0,0.0,
perlbench,32bits,Perl_savestack_grow,10616745,0.13696570841628014,0.13696570841628014,0.13696636775207466,0.13696646194290246,
perlbench,32bits,Perl_yyparse,68803,0.018313154949638824,0.018313154949638824,0.018313154949638824,0.01847303169919916,
perlbench,64bits,S_invlist_trim,2491,0.0,0.0,0.0,0.0,0.0
perlbench,64bits,S_hsplit,2386,0.5364626990779547,0.5364626990779547,0.5364626990779547,0.5364626990779547,0.5364626990779547
perlbench,64bits,Perl_sv_grow,1275,0.004705882352941176,0.004705882352941176,0.004705882352941176,0.004705882352941176,0.004705882352941176
pop2,32bits,__m_attrvect_MOD_sort_,199166074,4.318004481024213e-07,0.0,1.1839365774715226e-05,0.00011516017532182715,
pop2,32bits,__m_mergesorts_MOD_isort_,185393564,4.530901622884816e-07,0.0,1.233052513085082e-05,0.00011845610778592077,
pop2,64bits,__m_attrvect_MOD_init_,143987428,0.5508748235991826,0.5491048774063803,0.5920109566788011,0.615119626971877,0.7595925110906211
pop2,32bits,__tavg_MOD_init_tavg,125037468,0.9962823303491718,0.9962823303491718,0.9962823303491718,0.9962823303491718,
pop2,32bits,__m_attrvect_MOD_init_,52525218,0.3946363820898373,0.39310031992632566,0.3946867769306545,0.3950308402337331,
pop2,64bits,__hmix_gm_submeso_share_MOD_init_meso_mixing,33174144,0.998515470361496,0.998515470361496,0.998515470361496,0.998515470361496,0.998515470361496
pop2,64bits,__hmix_gm_MOD_init_gm,29115390,0.6827389913032249,0.6827389913032249,0.6827389913032249,0.6827389913032249,0.9938067118455223
pop2,32bits,__diag_bsf_MOD_init_diag_bsf,28953502,0.017893068686475302,0.017893068686475302,0.017893068686475302,0.017893483144111547,
pop2,32bits,__m_permuter_MOD_permutei_,19975640,0.2883420506176523,0.28559009874026564,0.28843981970039506,0.28909556840231404,
pop2,64bits,__shr_map_mod_MOD_shr_map_mapset_global,16551220,0.7616123766103042,0.7611377288199903,0.769463278235683,0.7766188836834989,0.7770959482140893
pop2,32bits,__m_globaltolocal_MOD_globalsegmaptolocalmatrix_,13407270,0.0,0.0,8.950367972003249e-07,3.177380630061153e-05,
pop2,64bits,__mix_submeso_MOD_init_submeso,12152420,0.9979167935275443,0.9979167935275443,0.9979167935275443,0.9979436194601569,0.9979436194601569
pop2,64bits,__passive_tracers_MOD_init_passive_tracers,10400212,0.9999259630476763,0.9999259630476763,0.9999259630476763,0.9999259630476763,0.9999259630476763
pop2,64bits,__vmix_kpp_MOD_init_vmix_kpp,9121037,0.6691475980198304,0.6675598399611798,0.6691475980198304,0.6691475980198304,0.6691475980198304
pop2,64bits,__hmix_aniso_MOD_init_aniso,6579356,0.45851721657864386,0.45851721657864386,0.45851721657864386,0.45851721657864386,0.6293628130169578
pop2,64bits,__initial_MOD_init_ts,5961600,0.5043478260869565,0.5043478260869565,0.7228069645732689,0.7228435319377349,1.0
pop2,64bits,ncio_open,5753613,0.046534933788560336,0.046534933788560336,0.046534933788560336,0.046534933788560336,0.16791883639028207
pop2,64bits,__m_permuter_MOD_permuted_,5614510,0.266426633846943,0.266426633846943,0.2664376766627898,0.2664654618123398,0.26727799932674445
pop2,64bits,__shr_ncread_mod_MOD_shr_ncread_domain,5322432,0.5211448450633094,0.5143847774851797,0.6919212871108545,0.7692611197287255,0.8296169871216768
pop2,64bits,__tidal_mixing_MOD_init_tidal_mixing,4742131,0.47120355806282027,0.47120355806282027,0.47120355806282027,0.47120440156545657,0.47640543882064834
povray,64bits,pov::open_istack(),24310864,0.23381567187410535,0.23160143547345746,0.2823488297248506,0.2823488297248506,0.2823488297248506
povray,64bits,pov::Create_Priority_Queue(unsigned int),12071380,0.0009225954281946223,0.0009225954281946223,0.0009225954281946223,0.0009225954281946223,0.24908469454196622
povray,32bits,pov::NewComTexData(),856444,0.6943769820326839,0.6943734791766887,0.6944236867792873,0.6946467019443187,
povray,32bits,pov::Create_BMap_Entries(int),119946,0.9694112350557751,0.9693862238007103,0.9694112350557751,0.9694112350557751,
povray,64bits,pov::POVFPU_AddFunction(pov::FunctionCode*),18438,0.9420761470875366,0.9420761470875366,0.9420761470875366,0.9420761470875366,0.9420761470875366
povray,64bits,pov::Initialize_Radiosity_Code(),9608,0.0008326394671107411,0.0008326394671107411,0.0008326394671107411,0.0008326394671107411,0.0008326394671107411
povray,64bits,pov::Create_BMap_Entries(int),4140,0.9917874396135266,0.9917874396135266,0.9917874396135266,0.9917874396135266,0.9917874396135266
povray,64bits,pov::Initialize_Tokenizer(),1696,0.7470518867924528,0.7470518867924528,0.7470518867924528,0.7470518867924528,0.7470518867924528
povray,64bits,pov::Initialize_Noise(),1004,0.00597609561752988,0.00597609561752988,0.00597609561752988,0.00597609561752988,0.00597609561752988
roms,64bits,__step2d_mod_MOD_step2d_tile,385821440,0.09134591898262574,0.09101984327257708,0.09353363825504357,0.09500033486993362,0.11865177580592721
roms,64bits,__mod_ocean_MOD_allocate_ocean,276487824,0.16854225016433275,0.16845997529352325,0.18954486762498446,0.18955047727526692,0.1898814611091156
roms,64bits,__step3d_uv_mod_MOD_step3d_uv_tile,159298560,0.0413873923279658,0.0413873923279658,0.0413873923279658,0.0413873923279658,0.0413873923279658
roms,64bits,__step3d_t_mod_MOD_step3d_t,144517120,0.241649010165716,0.23712772576702332,0.24767547263604478,0.24971373633795083,0.27896429848588183
roms,64bits,__pre_step3d_mod_MOD_pre_step3d,115927040,0.5418702142312958,0.5332889893505433,0.548411595776102,0.5507223250071769,0.5898491930786812
roms,64bits,__lmd_skpp_mod_MOD_lmd_skpp,81432576,0.11023115614075625,0.11023115614075625,0.11072157412777904,0.11072157412777904,0.11072157412777904
roms,64bits,__t3dmix_mod_MOD_t3dmix2,81305920,0.416336042935127,0.416336042935127,0.416336042935127,0.416336042935127,0.416336042935127
roms,64bits,__rhs3d_mod_MOD_rhs3d,80582320,0.35124879750297583,0.3507998156419423,0.35351517553726425,0.35607388816802493,0.3948625703504193
roms,64bits,__mod_mixing_MOD_allocate_mixing,73988576,0.29120906449125333,0.29120906449125333,0.29289706832579127,0.2938352131550687,0.2938352131550687
roms,64bits,__rho_eos_mod_MOD_rho_eos_tile,71672832,0.0,0.0,0.0,0.0,0.0
roms,64bits,__mod_grid_MOD_allocate_grid,70345580,0.16250806376178858,0.16249345019260628,0.16690834022549816,0.16854915404777387,0.17049082543636715
roms,64bits,__mod_coupling_MOD_allocate_coupling,70098959,0.051311674970808054,0.051311674970808054,0.051311674970808054,0.051311674970808054,0.051311674970808054
roms,64bits,__prsgrd_mod_MOD_prsgrd,65656800,0.42234726639129533,0.4206751775901354,0.4323350513579705,0.4450424023101948,0.5200095953503674
roms,64bits,__lmd_vmix_mod_MOD_lmd_vmix,49025592,0.13490554076328135,0.13490554076328135,0.13490554076328135,0.13490554076328135,0.13490554076328135
roms,64bits,__wvelocity_mod_MOD_wvelocity,24019968,0.46775795038527945,0.46775795038527945,0.4677580336493371,0.46775820017745234,0.46775936587425926
roms,64bits,__uv3dmix_mod_MOD_uv3dmix2,20278800,0.2,0.2,0.2,0.2,0.2
roms,64bits,__diag_mod_MOD_diag_tile,12797952,0.09617538806208993,0.09617538806208993,0.09617538806208993,0.09617538806208993,0.09773563770203232
roms,64bits,__ini_fields_mod_MOD_ini_fields_tile,6029312,0.34782608695652173,0.34782608695652173,0.34782608695652173,0.34782608695652173,0.34782608695652173
roms,64bits,__mod_forces_MOD_allocate_forces,5127531,0.5669270453947524,0.5669270453947524,0.5669270453947524,0.6068550341285114,0.6068550341285114
roms,64bits,__bulk_flux_mod_MOD_bulk_flux_tile,2281752,0.37384606214873484,0.37384606214873484,0.37384606214873484,0.37384606214873484,0.37384606214873484
wrf,32bits,__module_alloc_space_0_MOD_alloc_space_field_core_0,1252458438,0.15879672727311692,0.15864229180912748,0.16149246383216112,0.16986665389051417,
wrf,32bits,solve_em_,1008543007,0.4580999737178288,0.45802602446679797,0.45930468981973716,0.4623814064083833,
wrf,32bits,__module_mp_wsm5_MOD_wsm52d,318356216,0.40905030420389216,0.4090499649612621,0.438144553144205,0.4385612907272399,
wrf,32bits,__module_bl_ysu_MOD_ysu2d,270401126,0.3092572587881901,0.3092554651566059,0.30930539838062654,0.30961697252695614,
wrf,32bits,__module_alloc_space_2_MOD_alloc_space_field_core_2,184108236,0.35114566520533064,0.35095136645597974,0.35155519061081003,0.3518670723671482,
wrf,32bits,__module_em_MOD_rk_update_scalar,156467700,0.7058350892867985,0.7058347952964095,0.7058410266144386,0.7058824217394388,
wrf,32bits,__module_small_step_em_MOD_advance_uv,144045300,0.15331129859842701,0.1533107154485429,0.15332675901261617,0.1534413965606653,
wrf,32bits,__module_advect_em_MOD_advect_scalar,135312450,0.476950324970097,0.4769500515288874,0.47695800349487427,0.4770141106749601,
wrf,32bits,__module_advect_em_MOD_advect_scalar_pd,119557447,0.538387809502155,0.5383499615879218,0.5389833642064973,0.5413745996098428,
wrf,32bits,__module_alloc_space_1_MOD_alloc_space_field_core_1,117919438,0.726082895680015,0.7259714297485034,0.7262331592862578,0.7262867297586679,
wrf,32bits,__module_small_step_em_MOD_advance_w,92546370,0.00018939694771388658,0.00017768390051387212,0.0004606879772810106,0.0018668911595344042,
wrf,32bits,__module_ra_rrtm_MOD_rrtm,81761460,0.16201840084558178,0.1620181195394505,0.16202428381293582,0.162120392664221,
wrf,32bits,__module_diffusion_em_MOD_cal_deform_and_div,81328920,0.004345317754127314,0.004344776741164152,0.00436244573271107,0.004483595749211966,
wrf,32bits,__module_mp_wsm5_MOD_wsm5,72621814,0.6240240845539882,0.6240072025741467,0.6240945454763771,0.6241936617006014,
wrf,32bits,__module_ra_rrtm_MOD_rtrn,49056000,0.21985043623613829,0.2198501100782779,0.21985687785388128,0.2263878424657534,
wrf,32bits,__module_small_step_em_MOD_advance_mu_t,47562900,0.03637719735339939,0.03637667173364113,0.03639111576459804,0.03649394801410343,
wrf,32bits,__module_bl_ysu_MOD_ysu,39334590,0.5560484042162381,0.5557897260401087,0.5567567375177929,0.5603350892941811,
wrf,32bits,__module_em_MOD_rk_update_scalar_pd,35478000,0.8052230396301934,0.8052228141383393,0.8052287896724731,0.80526870173065,
wrf,32bits,__module_advect_em_MOD_advect_w,31620150,0.003954060938989853,0.003953554932535108,0.003968197494319287,0.004072339947786459,
wrf,32bits,__module_advect_em_MOD_advect_u,31087800,0.00041778446850533005,0.0004174949658708561,0.00043103725577236086,0.0005347756997922014,
x264,32bits,x264_frame_new,40109738,0.13138594921761892,0.13137512890261213,0.14546901303618587,0.14547160592273128,
x264,32bits,x264_macroblock_cache_allocate,2150302,0.14029843249924895,0.13987570118057835,0.19111594557415656,0.19111594557415656,
