bench,addr,generation,alloc_type,alloc_size,total,pct_fp8_e4m3,pct_fp8_e5m2,pct_bf16,pct_fp16,pct_fp32,site
wrf,0xd0ea3a0,631,32bits,7884,17520,0.3458333333333333,0.3458333333333333,0.3458333333333333,0.3458333333333333,1.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd922aa0,73,32bits,7884,17520,0.3458333333333333,0.3458333333333333,0.3458333333333333,0.3458333333333333,1.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd0ea3a0,151,32bits,7884,17520,0.3458333333333333,0.3458333333333333,0.3458333333333333,0.3458333333333333,1.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd922aa0,75,32bits,7884,17520,0.3458333333333333,0.3458333333333333,0.3458333333333333,0.3458333333333333,1.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd0ea3a0,387,32bits,7884,17520,0.3458333333333333,0.3458333333333333,0.3458333333333333,0.3458333333333333,1.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd922aa0,359,32bits,7884,17520,0.3458333333333333,0.3458333333333333,0.3458333333333333,0.3458333333333333,1.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd0ea3a0,281,32bits,7884,17520,0.3458333333333333,0.3458333333333333,0.3458333333333333,0.3458333333333333,1.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd0ea3a0,95,32bits,7884,17520,0.3458333333333333,0.3458333333333333,0.3458333333333333,0.3458333333333333,1.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd922aa0,386,32bits,7884,17520,0.3458333333333333,0.3458333333333333,0.3458333333333333,0.3458333333333333,1.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd4f3d00,242,32bits,7884,17520,0.3458333333333333,0.3458333333333333,0.3458333333333333,0.3458333333333333,1.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd0ea3a0,99,32bits,7884,17520,0.3458333333333333,0.3458333333333333,0.3458333333333333,0.3458333333333333,1.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd4f3d00,814,32bits,7884,17520,0.3458333333333333,0.3458333333333333,0.3458333333333333,0.3458333333333333,1.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd4f3d00,874,32bits,7884,17520,0.3458333333333333,0.3458333333333333,0.3458333333333333,0.3458333333333333,1.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd4f3d00,664,32bits,7884,17520,0.3458333333333333,0.3458333333333333,0.3458333333333333,0.3458904109589041,1.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd4f3d00,758,32bits,7884,17520,0.3458333333333333,0.3458333333333333,0.3458333333333333,0.3458333333333333,1.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd4f3d00,132,32bits,7884,17520,0.3458333333333333,0.3458333333333333,0.3458333333333333,0.3458333333333333,1.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd0ea3a0,893,32bits,7884,17520,0.3458333333333333,0.3458333333333333,0.3458333333333333,0.3458333333333333,1.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd0ea3a0,175,32bits,7884,17520,0.3458333333333333,0.3458333333333333,0.3458333333333333,0.3458333333333333,1.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd4f3d00,358,32bits,7884,17520,0.3458333333333333,0.3458333333333333,0.3458333333333333,0.3458333333333333,1.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd0ea3a0,1001,32bits,7884,17520,0.3458333333333333,0.3458333333333333,0.3458333333333333,0.3458904109589041,1.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd922aa0,525,32bits,7884,17520,0.3458333333333333,0.3458333333333333,0.3458333333333333,0.3460045662100456,1.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd922aa0,92,32bits,7884,17520,0.3458333333333333,0.3458333333333333,0.3458333333333333,0.3458904109589041,1.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd922aa0,335,32bits,7884,17520,0.3458333333333333,0.3458333333333333,0.3458333333333333,0.3458333333333333,1.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd4f3d00,310,32bits,7884,17520,0.3458333333333333,0.3458333333333333,0.3458333333333333,0.3458333333333333,1.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd4f3d00,740,32bits,7884,17520,0.3458333333333333,0.3458333333333333,0.3458333333333333,0.3458333333333333,1.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd4f3d00,1112,32bits,7884,17520,0.3458333333333333,0.3458333333333333,0.3458333333333333,0.3458904109589041,1.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd4f3d00,794,32bits,7884,17520,0.3458333333333333,0.3458333333333333,0.3458333333333333,0.3460045662100456,1.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd922aa0,573,32bits,7884,17520,0.3458333333333333,0.3458333333333333,0.3458333333333333,0.3458333333333333,1.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd0ea3a0,715,32bits,7884,17520,0.3458333333333333,0.3458333333333333,0.3458333333333333,0.3458333333333333,1.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd0ea3a0,411,32bits,7884,17520,0.3458333333333333,0.3458333333333333,0.3458333333333333,0.3458333333333333,1.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd4f3d00,232,32bits,7884,17520,0.3458333333333333,0.3458333333333333,0.3458333333333333,0.3458333333333333,1.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd922aa0,228,32bits,7884,17520,0.3458333333333333,0.3458333333333333,0.3458333333333333,0.3460045662100456,1.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd4f3d00,376,32bits,7884,17520,0.3458333333333333,0.3458333333333333,0.3458333333333333,0.3458333333333333,1.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd922aa0,268,32bits,7884,17520,0.3458333333333333,0.3458333333333333,0.3458333333333333,0.3458333333333333,1.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd0ea3a0,557,32bits,7884,17520,0.3458333333333333,0.3458333333333333,0.3458333333333333,0.3458333333333333,1.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd0ea3a0,553,32bits,7884,17520,0.3458333333333333,0.3458333333333333,0.3458333333333333,0.3458333333333333,1.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd922aa0,87,32bits,7884,17520,0.3458333333333333,0.3458333333333333,0.3458333333333333,0.3459474885844749,1.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd4f3d00,34,32bits,7884,17520,0.3458333333333333,0.3458333333333333,0.3458333333333333,0.3458333333333333,1.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd4f3d00,490,32bits,7884,17520,0.3458333333333333,0.3458333333333333,0.3458333333333333,0.3458904109589041,1.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd4f3d00,1158,32bits,7884,17520,0.3458333333333333,0.3458333333333333,0.3458333333333333,0.3458333333333333,1.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd922aa0,412,32bits,7884,17520,0.3458333333333333,0.3458333333333333,0.3458333333333333,0.3458333333333333,1.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd0ea3a0,407,32bits,7884,17520,0.3458333333333333,0.3458333333333333,0.3458333333333333,0.3458333333333333,1.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd922aa0,489,32bits,7884,17520,0.3458333333333333,0.3458333333333333,0.3458333333333333,0.3458333333333333,1.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd4f3d00,1016,32bits,7884,17520,0.3458333333333333,0.3458333333333333,0.3458333333333333,0.3458333333333333,1.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd0ea3a0,75,32bits,7884,17520,0.3458333333333333,0.3458333333333333,0.3458333333333333,0.3458333333333333,1.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd4f3d00,692,32bits,7884,17520,0.3458333333333333,0.3458333333333333,0.3458333333333333,0.3458333333333333,1.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd922aa0,81,32bits,7884,17520,0.3458333333333333,0.3458333333333333,0.3458333333333333,0.3458333333333333,1.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd177f00,10,32bits,70080,17520,0.4636986301369863,0.4636986301369863,0.4637557077625571,0.4638698630136986,1.0,ext_ncd_write_field_
wrf,0xd4f3d00,1088,32bits,7884,17520,0.3458333333333333,0.3458333333333333,0.3458333333333333,0.3458904109589041,1.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd922aa0,246,32bits,7884,17520,0.3458333333333333,0.3458333333333333,0.3458333333333333,0.3458333333333333,1.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd922aa0,147,32bits,7884,17520,0.3458333333333333,0.3458333333333333,0.3458333333333333,0.3458333333333333,1.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd4f3d00,762,32bits,7884,17520,0.3458333333333333,0.3458333333333333,0.3458333333333333,0.3458333333333333,1.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd922aa0,272,32bits,7884,17520,0.3458333333333333,0.3458333333333333,0.3458333333333333,0.3458333333333333,1.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd4f3d00,266,32bits,7884,17520,0.3458333333333333,0.3458333333333333,0.3458333333333333,0.3458333333333333,1.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd0ea3a0,355,32bits,7884,17520,0.3458333333333333,0.3458333333333333,0.3458333333333333,0.3458333333333333,1.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd4f3d00,2,32bits,7884,17520,0.3458333333333333,0.3458333333333333,0.3458333333333333,0.3458333333333333,1.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd4f3d00,174,32bits,7884,17520,0.3458333333333333,0.3458333333333333,0.3458333333333333,0.3460045662100456,1.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd922aa0,39,32bits,7884,17520,0.3458333333333333,0.3458333333333333,0.3458333333333333,0.3458333333333333,1.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd4f3d00,1062,32bits,7884,17520,0.3458333333333333,0.3458333333333333,0.3458333333333333,0.3458333333333333,1.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd922aa0,192,32bits,7884,17520,0.3458333333333333,0.3458333333333333,0.3458333333333333,0.3458333333333333,1.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd0ea3a0,1063,32bits,7884,17520,0.3458333333333333,0.3458333333333333,0.3458333333333333,0.3458904109589041,1.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd0ea3a0,779,32bits,7884,17520,0.3458333333333333,0.3458333333333333,0.3458333333333333,0.3458904109589041,1.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd0ea3a0,949,32bits,7884,17520,0.3458333333333333,0.3458333333333333,0.3458904109589041,0.3458904109589041,1.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd0ea3a0,601,32bits,7884,17520,0.3458333333333333,0.3458333333333333,0.3458333333333333,0.3458333333333333,1.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd922aa0,532,32bits,7884,17520,0.3458333333333333,0.3458333333333333,0.3458333333333333,0.3458333333333333,1.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd0ea3a0,465,32bits,7884,17520,0.3458333333333333,0.3458333333333333,0.3458333333333333,0.3460045662100456,1.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd922aa0,242,32bits,7884,17520,0.3458333333333333,0.3458333333333333,0.3458333333333333,0.3458333333333333,1.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd4f3d00,970,32bits,7884,17520,0.3458333333333333,0.3458333333333333,0.3458333333333333,0.3459474885844749,1.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd4f3d00,1064,32bits,7884,17520,0.3458333333333333,0.3458333333333333,0.3458333333333333,0.3460616438356164,1.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd922aa0,329,32bits,7884,17520,0.3458333333333333,0.3458333333333333,0.3458333333333333,0.3458333333333333,1.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd922aa0,327,32bits,7884,17520,0.3458333333333333,0.3458333333333333,0.3458333333333333,0.3459474885844749,1.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd4f3d00,314,32bits,7884,17520,0.3458333333333333,0.3458333333333333,0.3458333333333333,0.3458333333333333,1.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd0ea3a0,1171,32bits,7884,17520,0.3458333333333333,0.3458333333333333,0.3458333333333333,0.3458333333333333,1.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd4f3d00,410,32bits,7884,17520,0.3458333333333333,0.3458333333333333,0.3458333333333333,0.3458333333333333,1.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd4f3d00,622,32bits,7884,17520,0.3458333333333333,0.3458333333333333,0.3458333333333333,0.3458333333333333,1.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd4f3d00,746,32bits,7884,17520,0.3458333333333333,0.3458333333333333,0.3458333333333333,0.3459474885844749,1.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd0ea3a0,133,32bits,7884,17520,0.3458333333333333,0.3458333333333333,0.3458333333333333,0.3458333333333333,1.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd922aa0,343,32bits,7884,17520,0.3458333333333333,0.3458333333333333,0.3458333333333333,0.3460045662100456,1.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd0ea3a0,101,32bits,7884,17520,0.3458333333333333,0.3458333333333333,0.3458333333333333,0.3458333333333333,1.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd0ea3a0,377,32bits,7884,17520,0.3458333333333333,0.3458333333333333,0.3458333333333333,0.3458333333333333,1.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd0ea3a0,365,32bits,7884,17520,0.3458333333333333,0.3458333333333333,0.3458333333333333,0.3458904109589041,1.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd922aa0,332,32bits,7884,17520,0.3458333333333333,0.3458333333333333,0.3458333333333333,0.3458333333333333,1.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd922aa0,85,32bits,7884,17520,0.3458333333333333,0.3458333333333333,0.3458333333333333,0.3458333333333333,1.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd922aa0,390,32bits,7884,17520,0.3458333333333333,0.3458333333333333,0.3458333333333333,0.3459474885844749,1.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd4f3d00,536,32bits,7884,17520,0.3458333333333333,0.3458333333333333,0.3458333333333333,0.3458333333333333,1.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd922aa0,171,32bits,7884,17520,0.3458333333333333,0.3458333333333333,0.3458333333333333,0.3458333333333333,1.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd4f3d00,1178,32bits,7884,17520,0.3458333333333333,0.3458333333333333,0.3458333333333333,0.3458333333333333,1.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd4f3d00,878,32bits,7884,17520,0.3458333333333333,0.3458333333333333,0.3458333333333333,0.3458333333333333,1.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd922aa0,42,32bits,7884,17520,0.3458333333333333,0.3458333333333333,0.3458333333333333,0.346175799086758,1.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd922aa0,508,32bits,7884,17520,0.3458333333333333,0.3458333333333333,0.3458333333333333,0.3458333333333333,1.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd4f3d00,20,32bits,7884,17520,0.3458333333333333,0.3458333333333333,0.3458333333333333,0.3458333333333333,1.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd4f3d00,1022,32bits,7884,17520,0.3458333333333333,0.3458333333333333,0.3458333333333333,0.3458333333333333,1.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd922aa0,398,32bits,7884,17520,0.3458333333333333,0.3458333333333333,0.3460045662100456,0.3460045662100456,1.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd4f3d00,158,32bits,7884,17520,0.3458333333333333,0.3458333333333333,0.3458333333333333,0.3458333333333333,1.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd0ea3a0,473,32bits,7884,17520,0.3458333333333333,0.3458333333333333,0.3458333333333333,0.3458333333333333,1.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd177f00,9,32bits,70080,17520,0.0,0.0,0.0,0.0,1.0,ext_ncd_write_field_
wrf,0xd4f3d00,802,32bits,7884,17520,0.3458333333333333,0.3458333333333333,0.3458333333333333,0.3458904109589041,1.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd4f3d00,744,32bits,7884,17520,0.3458333333333333,0.3458333333333333,0.3458333333333333,0.3458333333333333,1.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd0ea3a0,499,32bits,7884,17520,0.3458333333333333,0.3458333333333333,0.3458333333333333,0.3460045662100456,1.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd922aa0,403,32bits,7884,17520,0.3458333333333333,0.3458333333333333,0.3458333333333333,0.3460045662100456,1.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd4f3d00,44,32bits,7884,17520,0.3458333333333333,0.3458333333333333,0.3458333333333333,0.3458333333333333,1.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd4f3d00,862,32bits,7884,17520,0.3458333333333333,0.3458333333333333,0.3458333333333333,0.3458904109589041,1.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd922aa0,256,32bits,7884,17520,0.3458333333333333,0.3458333333333333,0.3458333333333333,0.3458333333333333,1.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd4f3d00,268,32bits,7884,17520,0.3458333333333333,0.3458333333333333,0.3458333333333333,0.3458333333333333,1.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd922aa0,553,32bits,7884,17520,0.3458333333333333,0.3458333333333333,0.3458333333333333,0.3458333333333333,1.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd0ea3a0,941,32bits,7884,17520,0.3458333333333333,0.3458333333333333,0.3458333333333333,0.3458333333333333,1.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd0ea3a0,777,32bits,7884,17520,0.3458333333333333,0.3458333333333333,0.3458333333333333,0.3458333333333333,1.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd4f3d00,1004,32bits,7884,17520,0.3458333333333333,0.3458333333333333,0.3458333333333333,0.3463470319634703,1.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd922aa0,421,32bits,7884,17520,0.3458333333333333,0.3458333333333333,0.3458333333333333,0.3458333333333333,1.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd0ea3a0,963,32bits,7884,17520,0.3458333333333333,0.3458333333333333,0.3458333333333333,0.3458333333333333,1.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd0ea3a0,1079,32bits,7884,17520,0.3458333333333333,0.3458333333333333,0.3458333333333333,0.3458333333333333,1.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd4f3d00,906,32bits,7884,17520,0.3458333333333333,0.3458333333333333,0.3458333333333333,0.3458333333333333,1.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd4f3d00,404,32bits,7884,17520,0.3458333333333333,0.3458333333333333,0.3458333333333333,0.3458333333333333,1.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd922aa0,451,32bits,7884,17520,0.3458333333333333,0.3458333333333333,0.3458333333333333,0.3458333333333333,1.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd4f3d00,710,32bits,7884,17520,0.3458333333333333,0.3458333333333333,0.3458333333333333,0.3458333333333333,1.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd4f3d00,1134,32bits,7884,17520,0.3458333333333333,0.3458333333333333,0.3458333333333333,0.3458333333333333,1.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd0ea3a0,811,32bits,7884,17520,0.3458333333333333,0.3458333333333333,0.3458333333333333,0.3458333333333333,1.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd4f3d00,756,32bits,7884,17520,0.3458333333333333,0.3458333333333333,0.3458333333333333,0.3458333333333333,1.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd0ea3a0,771,32bits,7884,17520,0.3458333333333333,0.3458333333333333,0.3458333333333333,0.3458333333333333,1.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd4f3d00,550,32bits,7884,17520,0.3458333333333333,0.3458333333333333,0.3458333333333333,0.3458333333333333,1.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd0ea3a0,605,32bits,7884,17520,0.3458333333333333,0.3458333333333333,0.3458333333333333,0.3458904109589041,1.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd0ea3a0,503,32bits,7884,17520,0.3458333333333333,0.3458333333333333,0.3458333333333333,0.3458333333333333,1.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd4f3d00,902,32bits,7884,17520,0.3458333333333333,0.3458333333333333,0.3458333333333333,0.3458333333333333,1.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd4f3d00,904,32bits,7884,17520,0.3458333333333333,0.3458333333333333,0.3458333333333333,0.3458333333333333,1.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd922aa0,319,32bits,7884,17520,0.3458333333333333,0.3458333333333333,0.3458333333333333,0.3458904109589041,1.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd4f3d00,126,32bits,7884,17520,0.3458333333333333,0.3458333333333333,0.3458333333333333,0.3458333333333333,1.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd4f3d00,420,32bits,7884,17520,0.3458333333333333,0.3458333333333333,0.3458333333333333,0.3458333333333333,1.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd922aa0,463,32bits,7884,17520,0.3458333333333333,0.3458333333333333,0.3458333333333333,0.3460045662100456,1.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd0ea3a0,35,32bits,7884,17520,0.3458333333333333,0.3458333333333333,0.3458333333333333,0.3458333333333333,1.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd4f3d00,408,32bits,7884,17520,0.3458333333333333,0.3458333333333333,0.3458333333333333,0.3458333333333333,1.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd922aa0,97,32bits,7884,17520,0.3458333333333333,0.3458333333333333,0.3458333333333333,0.3458904109589041,1.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd0ea3a0,573,32bits,7884,17520,0.3458333333333333,0.3458333333333333,0.3458333333333333,0.3458333333333333,1.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd922aa0,215,32bits,7884,17520,0.3458333333333333,0.3458333333333333,0.3458333333333333,0.3458333333333333,1.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd0ea3a0,185,32bits,7884,17520,0.3458333333333333,0.3458333333333333,0.3458333333333333,0.3458333333333333,1.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd922aa0,417,32bits,7884,17520,0.3458333333333333,0.3458333333333333,0.3458333333333333,0.3458333333333333,1.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd4f3d00,936,32bits,7884,17520,0.3458333333333333,0.3458333333333333,0.3458333333333333,0.3458333333333333,1.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd922aa0,382,32bits,7884,17520,0.3458333333333333,0.3458333333333333,0.3458333333333333,0.3458333333333333,1.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd0ea3a0,947,32bits,7884,17520,0.3458333333333333,0.3458333333333333,0.3458333333333333,0.3458333333333333,1.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd4f3d00,800,32bits,7884,17520,0.3458333333333333,0.3458333333333333,0.3458333333333333,0.3458333333333333,1.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd4f3d00,42,32bits,7884,17520,0.3458333333333333,0.3458333333333333,0.3458333333333333,0.3460045662100456,1.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd922aa0,47,32bits,7884,17520,0.3458333333333333,0.3458333333333333,0.3458333333333333,0.3458333333333333,1.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd0ea3a0,747,32bits,7884,17520,0.3458333333333333,0.3458333333333333,0.3458333333333333,0.3458904109589041,1.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd0ea3a0,383,32bits,7884,17520,0.3458333333333333,0.3458333333333333,0.3458333333333333,0.3460616438356164,1.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd4f3d00,328,32bits,7884,17520,0.3458333333333333,0.3458333333333333,0.3458333333333333,0.3458904109589041,1.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd922aa0,498,32bits,7884,17520,0.3458333333333333,0.3458333333333333,0.3458333333333333,0.3458904109589041,1.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd922aa0,292,32bits,7884,17520,0.3458333333333333,0.3458333333333333,0.3458333333333333,0.3458333333333333,1.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd0ea3a0,1175,32bits,7884,17520,0.3458333333333333,0.3458333333333333,0.3458333333333333,0.3458333333333333,1.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd922aa0,279,32bits,7884,17520,0.3458333333333333,0.3458333333333333,0.3458333333333333,0.3458333333333333,1.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd4f3d00,332,32bits,7884,17520,0.3458333333333333,0.3458333333333333,0.3458333333333333,0.3458333333333333,1.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd4f3d00,498,32bits,7884,17520,0.3458333333333333,0.3458333333333333,0.3458333333333333,0.3459474885844749,1.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd922aa0,112,32bits,7884,17520,0.3458333333333333,0.3458333333333333,0.3458333333333333,0.3458333333333333,1.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd4f3d00,1190,32bits,7884,17520,0.3458333333333333,0.3458333333333333,0.3458333333333333,0.3458333333333333,1.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd0ea3a0,675,32bits,7884,17520,0.3458333333333333,0.3458333333333333,0.3458333333333333,0.3458333333333333,1.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd0ea3a0,359,32bits,7884,17520,0.3458333333333333,0.3458333333333333,0.3458333333333333,0.3458333333333333,1.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd0ea3a0,1181,32bits,7884,17520,0.3458333333333333,0.3458333333333333,0.3458333333333333,0.3458333333333333,1.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd922aa0,575,32bits,7884,17520,0.3458333333333333,0.3458333333333333,0.3458333333333333,0.3458333333333333,1.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd4f3d00,956,32bits,7884,17520,0.3458333333333333,0.3458333333333333,0.3458333333333333,0.3458333333333333,1.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd922aa0,477,32bits,7884,17520,0.3458333333333333,0.3458333333333333,0.3458333333333333,0.3458333333333333,1.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd4f3d00,72,32bits,7884,17520,0.3458333333333333,0.3458333333333333,0.3458333333333333,0.3458333333333333,1.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd0ea3a0,333,32bits,7884,17520,0.3458333333333333,0.3458333333333333,0.3458333333333333,0.3459474885844749,1.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd0ea3a0,179,32bits,7884,17520,0.3458333333333333,0.3458333333333333,0.3458333333333333,0.3459474885844749,1.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd922aa0,599,32bits,7884,17520,0.3458333333333333,0.3458333333333333,0.3458333333333333,0.346175799086758,1.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd922aa0,448,32bits,7884,17520,0.3458333333333333,0.3458333333333333,0.3458333333333333,0.3458333333333333,1.0,__module_bl_ysu_MOD_ysu2d
wrf,0xd922aa0,117,32bits,7884,17520,0.3458333333333333,0.3458333333333333,0.3458333333333333,0.3458333333333333,1.0,__module_bl_ysu_MOD_ysu2d
